531045447,"Track: Plan4Health: Puyallup Watershed, Pierce County, Washington by APA_Planning",/apa_planning/plan4health-puyallup-watershed,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d0dd6d-1-1559851769581"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
531045432,"Track: Plan4Health: Tarrant County, Texas by APA_Planning",/apa_planning/plan4health-tarrant-county,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d2ee6d-1-1559851771883"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
531045420,"Track: Plan4Health: Thomas County, Kansas by APA_Planning",/apa_planning/plan4health-thomas-county,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d4166d-1-1559851773616"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
531045396,"Track: Plan4Health: Pathways to Health in Tulsa County, Oklahoma by APA_Planning",/apa_planning/plan4health-pathways-to-health,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d7ce6d-1-1559851775198"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
531045375,"Track: Plan4Health: Umatilla County, Oregon by APA_Planning",/apa_planning/plan4health-umatilla-county,"<p>Listen to interviews with Plan4Health coalition members who focused on increasing healthy living aspects like active transportation and access to nutritious foods in their communities.</p><p>Through an overarching collaborative strategy that brought American Planning Association (APA) members together with members of the American Public Health Association (APHA), the Plan4Health initiative addressed health goals using planning strategies. Coalitions made up of APA chapters, APHA affiliate groups, and others worked to set a new paradigm for healthy planning and solve tough problems by leveraging complementary expertise and influence.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhealth%2Fpsecoalitions%2F&amp;token=d20a6d-1-1559851778414"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/health/psecoalitions/"">www.planning.org/nationalcenters/…h/psecoalitions/</a></p>"
525493200,Track: NGOs and Urban Planning in Developing Countries by APA_Planning,/apa_planning/ngos-and-urban-planning-in-developing-countries,"<p>Cities in the developing world are struggling to address rapid population growth and major challenges from climate change. Explore how American non-governmental organizations (NGOs) have helped these cities upgrade infrastructure, improve housing, and protect the environment.</p><p>Speakers include Seki Hirano of Catholic Relief Services; Brian English of Emerging Development Solutions, formerly of Global Communities; David Grossman of International City/County Management Association; and Marc Lewis-DeGrace of the American Planning Association's International Division.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fdivisions%2Finternational%2F&amp;token=ead7de-1-1559851780093"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/divisions/international/"">www.planning.org/divisions/international/</a></p>"
352028888,"Track: People Behind the Plans: Eugenie Birch, FAICP by APA_Planning",/apa_planning/people-behind-the-plans-eugenie-birch-faicp,"<p>Host Courtney Kashima, AICP, interviews Eugenie Birch, FAICP, in a special World Town Planning Day edition of the People Behind the Plans podcast series. This episode explores the UN's Sustainable Development Goals and New Urban Agenda. Birch is the Lawrence C. Nussdorf Chair of Urban Research and Education at the University of Pennsylvania and serves as president of General Assembly of Partners (GAP), the engagement platform for the implementation of the UN's New Urban Agenda and associated global agreements.</p><p>Visit <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fcareercenter%2Fpodcast%2F&amp;token=232b13-1-1559851781899"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/careercenter/podcast/"">www.planning.org/careercenter/podcast/</a> to hear more episodes in the People Behind the Plans series.</p>"
547419303,"Track: Green Community: Density and Transportation, with F. Kaid Benfield, Fred Hansen, and Mariela Alfonzo by APA_Planning",/apa_planning/green-community-density-and-transportation-with-f-kaid-benfield-fred-hansen-and-mariela-alfonzo,"<p>The health of our planet and our selves depends on how we plan, design, and construct the world between our buildings. Hear from contributors of ""Green Community,"" the new book from APA published in conjunction with the National Building Museum. This episode features F. Kaid Benfield, Fred Hansen, and Mariela Alfonzo.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fgreen%2F&amp;token=1de0c2-1-1559851783861"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/green/"">www.planning.org/nationalcenters/green/</a></p>"
547418847,"Track: Green Community: Energy, with Mary Pelletier by APA_Planning",/apa_planning/green-community-energy-with-mary-pelletier,"<p>The health of our planet and our selves depends on how we plan, design, and construct the world between our buildings. Hear from contributors of ""Green Community,"" the new book from APA published in conjunction with the National Building Museum. This episode features Mary Pelletier.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fgreen%2F&amp;token=bde0cf-1-1559851785684"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/green/"">www.planning.org/nationalcenters/green/</a></p>"
547359942,"Track: Green Community, with Susan Piedmont Palladino and Timothy Mennel by APA_Planning",/apa_planning/green-community-with-susan-piedmont-palladino-and-timothy-mennel,"<p>The health of our planet and our selves depends on how we plan, design, and construct the world between our buildings. Hear from contributors of ""Green Community,"" the new book from APA published in conjunction with the National Building Museum. This episode features Susan Piedmont Palladino and Timothy Mennel.</p><p>Learn more: <a href=""https://gate.sc?url=http%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fgreen%2F&amp;token=a074e2-1-1559851787649"" rel=""nofollow"" target=""_blank"" title=""http://www.planning.org/nationalcenters/green/"">www.planning.org/nationalcenters/green/</a></p>"
547359408,"Track: Green Community: Health, with Carolyn Steel by APA_Planning",/apa_planning/green-community-health-with-carolyn-steel,"<p>The health of our planet and our selves depends on how we plan, design, and construct the world between our buildings. Hear from contributors of ""Green Community,"" the new book from APA published in conjunction with the National Building Museum. This episode features Carolyn Steel.</p><p>Learn more: <a href=""https://gate.sc?url=http%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fgreen%2F&amp;token=2074dd-1-1559851789049"" rel=""nofollow"" target=""_blank"" title=""http://www.planning.org/nationalcenters/green/"">www.planning.org/nationalcenters/green/</a></p>"
547354869,Track: The Dutch Dialogues: An Interview with Dale Morris and David Waggonner by APA_Planning,/apa_planning/the-dutch-dialogues-an-interview-with-dale-morris-and-david-waggonner,"<p>For years, New Orleans architect David Waggonner has advocated that water is an asset and should be a prominent feature of the urban landscape rather than a nuisance hidden away by pipes and covered canals. In the wake of Hurricane Katrina in 2005, his firm, Waggonner &amp; Ball Architects, along with APA, helped to convene a series of sessions called the Dutch Dialogues. That process brought together Dutch planners, architects, and engineers alongside their American counterparts to strategize how to improve New Orleans's urban water management by employing natural systems.</p><p>""The goal was to inspire state and local governments to think differently about how you can live with water and about how safety — and a more sustainable approach — can create nice neighborhoods and attractive places for businesses to invest,"" said Dale Morris, a senior economist and the director for water outreach at the Royal Netherlands Embassy. He noted that the Dutch have been devising strategies to manage — and beautify — water for centuries.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fplanning%2F2010%2Fjul%2Fputtingwater.htm&amp;token=66b20d-1-1559851791430"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/planning/2010/jul/puttingwater.htm"">www.planning.org/planning/2010/ju…puttingwater.htm</a></p><p>Photo by flickr user dormousie: <a href=""https://gate.sc?url=https%3A%2F%2Fflic.kr%2Fp%2F8T6S4P&amp;token=d821be-1-1559851791430"" rel=""nofollow"" target=""_blank"" title=""https://flic.kr/p/8T6S4P"">flic.kr/p/8T6S4P</a></p>"
547354446,"Track: New Orleans, Moving Forward: An Interview with Stephen Villavaso, FAICP by APA_Planning",/apa_planning/new-oreans-moving-forward-an-interview-with-stephen-villavaso-faicp,"<p>APA's Roberta Rewers speaks with New Orleans planner Steve Villavaso, FAICP, just before the fifth anniversary of Hurricane Katrina.</p><p>Learn more about hazard mitigation and disaster recovery: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fpublications%2Fdocument%2F9154101%2F&amp;token=c34a45-1-1559851793181"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/publications/document/9154101/"">www.planning.org/publications/document/9154101/</a></p><p>Photo by flickr user Phillip Kalantzis Cope: <a href=""https://gate.sc?url=https%3A%2F%2Fflic.kr%2Fp%2FaBAKRu&amp;token=7c620c-1-1559851793181"" rel=""nofollow"" target=""_blank"" title=""https://flic.kr/p/aBAKRu"">flic.kr/p/aBAKRu</a></p>"
547352934,Track: Complete Streets: Best Policy &amp; Implementation Practices by APA_Planning,/apa_planning/complete-streets-best-policy-implementation-practices,"<p>Listen to a discussion on complete streets with Barbara McCann, executive director of the National Complete Streets Coalition; Sarah Zimmerman, senior staff attorney for the National Policy and Legal Analysis Network to Prevent Childhood Obesity (NPLAN); and APA research associate David Morley, who hosts the discussion.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fresearch%2Fstreets%2F&amp;token=87e396-1-1559851796352"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/research/streets/"">www.planning.org/research/streets/</a></p><p>Photo by flickr user BeyondDC: <a href=""https://gate.sc?url=https%3A%2F%2Fflic.kr%2Fp%2F2aBYKj2&amp;token=dce8b3-1-1559851796352"" rel=""nofollow"" target=""_blank"" title=""https://flic.kr/p/2aBYKj2"">flic.kr/p/2aBYKj2</a></p>"
547351224,Track: Hazard Mitigation: Integrating Best Practices into Planning by APA_Planning,/apa_planning/hazard-mitigation-integrating-best-practices-into-planning,"<p>Is your community prepared if disaster strikes? John Wilson from Lee County, Florida, and Julia Burrows from Roseville, California, discuss how their respective communities created hazard mitigation plans. Roseville and Lee County are two featured case studies in the new Planning Advisory Service report, ""Hazard Mitigation: Integrating Best Practices into Planning"" (PAS 560).</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fhazards%2F&amp;token=9e219f-1-1559851797968"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/hazards/"">www.planning.org/nationalcenters/hazards/</a><br>Read the report: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fpublications%2Freport%2F9026884%2F&amp;token=d8fc17-1-1559851797968"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/publications/report/9026884/"">www.planning.org/publications/report/9026884/</a><br>Photo by flickr user dconvertini: <a href=""https://gate.sc?url=https%3A%2F%2Fflic.kr%2Fp%2FgFMwpN&amp;token=f1e260-1-1559851797968"" rel=""nofollow"" target=""_blank"" title=""https://flic.kr/p/gFMwpN"">flic.kr/p/gFMwpN</a></p>"
547347270,Track: Planning for a New Energy and Climate Future by APA_Planning,/apa_planning/planning-for-a-new-energy-and-climate-future,"<p>This podcast episode features Scott Shuford, AICP, planning and development director of Onslow County, North Carolina; Suzanne Rynne, AICP, manager of APA's Green Communities Research Center; and Jan Mueller, senior policy associate with the Environmental and Energy Study Institute. The three are coauthors of PAS Report 558, ""Planning for a New Energy and Climate Future."" Listen as they discuss the various regional effects of climate change, different approaches to mitigation and adaptation, and how different communities are reducing energy use and greenhouse gas emissions while exploring ways to increase renewable energy opportunities.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fnationalcenters%2Fgreen%2F&amp;token=ee0d7-1-1559851800547"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/nationalcenters/green/"">www.planning.org/nationalcenters/green/</a></p>"
547346760,Track: &quot;Clear As Mud: Planning for the Rebuilding of New Orleans&quot; by APA_Planning,/apa_planning/clear-as-mud-planning-for-the-rebuilding-of-new-orleans,"<p>Urban planners Robert B. Olshansky and Laurie A. Johnson join Jim Schwab, FAICP, to discuss their book, ""Clear as Mud,"" as well as the current planning status of New Orleans and the future of the city.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fresources%2Fdisaster%2F&amp;token=ee0ec7-1-1559851801950"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/resources/disaster/"">www.planning.org/resources/disaster/</a></p>"
547340664,Track: Food and Planning in New Orleans by APA_Planning,/apa_planning/food-and-planning-in-new-orleans,"<p>In this episode, APA's Meghan Stromberg talks with Vanessa Ulmer, policy and advocacy coordinator with the Prevention Research Center at Tulane University. The two discuss food systems planning — specifically how local partners in New Orleans are working to improve food access, fight obesity, and support local and urban agriculture.</p><p>Learn more: <a href=""https://gate.sc?url=https%3A%2F%2Fwww.planning.org%2Fblog%2Fblogpost%2F9106760%2F&amp;token=460c34-1-1559851803779"" rel=""nofollow"" target=""_blank"" title=""https://www.planning.org/blog/blogpost/9106760/"">www.planning.org/blog/blogpost/9106760/</a></p>"
